,Skills
3572,Kamailio SIP Server
3573,Lenovo Servers
3574,LigHTTPD
3575,Linux Servers
3576,Linux Virtual Server
3577,Message Transfer Agent
3578,Microsoft Backoffice Servers
3579,Microsoft Cluster Server
3580,Microsoft Commerce Servers
3581,Microsoft Exchange Servers
3582,Microsoft Servers
3583,Microsoft Site Servers
3584,Microsoft Transaction Servers
3585,Multi-Processing Modules
3586,Netty
3587,Network Access Servers
3588,Nginx
3589,Open Enterprise Server
3590,Open Source Development
3591,Oracle Exalogic
3592,Oracle iPlanet Web Server
3593,Oracle VM Server For SPARC
3594,Oracle WebLogic Server
3595,Postfix
3596,Print Servers
3597,ProFTPD
3598,Quantum Scalar Servers
3599,Remote Server Management
3600,SAP NetWeaver Application Servers
3601,SAP Sybase SQL
3602,SAS Metadata Servers
3603,Server Administration
3604,Server Clustering
3605,Server Consolidation
3606,Server Farms
3607,Server-Side
3608,Serverspec
3609,Squid (Proxy Server)
3610,Stand-Alone Server
3611,State Server
3612,Sun ONE
3613,Sun Servers
3614,SUSE Linux Enterprise Servers
3615,Tcserver
3616,Terminal Server
3617,Unified Computing
3618,Veritas Cluster Servers
3619,Vsftpd
3620,Web Accelerator
3621,Web Container
3622,Web Server Gateway Interface
3623,Web Servers
3624,Webseal
3625,WildFly (JBoss AS)
3626,Windows Small Business Servers
3627,Ability To Meet Deadlines
3628,Accountability
3629,Achievement Oriented
3630,Active Learning
3631,Active Listening
3632,Adaptability
3633,Administrative Skills
3634,Agenda (Meeting)
3635,Analytical Skills
3636,Arabic Language
3637,Brainstorming
3638,Business Administration
3639,Business Operations
3640,Business Proposals
3641,Checklists
3642,Cleanliness
3643,Collaboration
3644,Communications
3645,Complex Problem Solving
3646,Construction
3647,Consulting
3648,Cooperation
3649,Coordinating
3650,Creative Problem-Solving
3651,Creative Thinking
3652,Creativity
3653,Critical Thinking
3654,Customer Service
3655,Data Entry
3656,Decision Making
3657,Detail Oriented
3658,Diplomacy
3659,Editing
3660,Energetic
3661,English Language
3662,Enthusiasm
3663,Evaluate Information
3664,Goal Oriented
3665,Goal Setting
3666,Governance
3667,Grammar
3668,Imagination
3669,Influencing Skills
3670,Information Gathering
3671,Ingenuity
3672,Innovation
3673,Integration
3674,Interpersonal Communications
3675,Leadership
3676,Leadership Development
3677,Learning Strategies
3678,Listening Skills
3679,Management
3680,Mentorship
3681,Multitasking
3682,Non-Verbal Communication
3683,Numbers (Spreadsheet)
3684,Operations
3685,Organizational Skills
3686,Patience
3687,People Management
3688,Persistence
3689,Personal Integrity
3690,Planning
3691,Positive Mental Attitude
3692,Positivity
3693,Presentations
3694,Prioritization
3695,Proactivity
3696,Problem Solving
3697,Professionalism
3698,Program Management
3699,Punctuality
3700,Quality Assurance
3701,Quick Learning
3702,Reading Comprehension
3703,Relationship Management
3704,Reliability
3705,Research
3706,Reservations
3707,Resilience
3708,Sales
3709,Scheduling
3710,Self Confident
3711,Self Starter
3712,Self-Motivation
3713,Service-Orientation
3714,Sincerity
3715,Social Media
3716,Social Skills
3717,Solutions Focused
3718,Sorting
3719,Spreadsheets
3720,Strategic Thinking
3721,Supervision
3722,Tactfulness
3723,Teaching
3724,Team Building
3725,Team Effectiveness
3726,Team Leadership
3727,Team Management
3728,Team Motivation
3729,Team Performance Management
3730,Teamwork
3731,Time Management
3732,Timelines
3733,Training And Development
3734,Troubleshooting (Problem Solving)
3735,Trustworthiness
3736,Verbal Communication Skills
3737,Virtual Teams
3738,Visionary
3739,Willingness To Learn
3740,Working Quickly
3741,Writing
3742,Written Communication
3743,Written English
3744,.NET Development
3745,Abstract Factory Pattern
3746,Acceptance Test-Driven Development
3747,Access Modifiers
3748,Anti-Patterns
3749,App Data
3750,Application Client
3751,Application Delivery Network
3752,Application Dependency
3753,Application Deployment
3754,Application Design
3755,Application Development
3756,Application Development Languages
3757,Application Environments
3758,Application Foundation Classes
3759,Application Frameworks
3760,Application Lifecycle Management
3761,Application Notes
3762,Application Packaging
3763,Application Planning
3764,Application Remediation
3765,Application Retirement
3766,Application Settings
3767,Application Streaming
3768,Applications Architecture
3769,Application-Specific Information
3770,Architectural Development
3771,Architectural Patterns
3772,Aspect-Oriented Programming
3773,Async Await Pattern
3774,Authoring Software
3775,Automatic Updates
3776,Back End (Software Engineering)
3777,Background Application
3778,Background Task
3779,Backwards Compatibility
3780,Breakpoint
3781,Build Events
3782,Build Process
3783,Build Time
3784,Character Encoding
3785,CI/CD
3786,Class Diagram
3787,Class Hierarchy
3788,Closed Loop
3789,Cloud-Native Computing Foundation (CNCF) Standards
3790,Cluster Development
3791,Cluster Mode
3792,Code Comments
3793,Code Complexity
3794,Code Conversion
3795,Code Formatting
3796,Code Generation
3797,Code Migration
3798,Code Refactoring
3799,Code Reuse
3800,Code Sharing
3801,Code Snippets
3802,Code Structure
3803,Codebase
3804,Comet Programming
3805,Command Pattern
3806,Command-Query Responsibility Segregation (Software Development)
3807,Commercial Off-the-Shelf
3808,Commercial Software
3809,Common Technical Document
3810,Compact Framework
3811,Compiler Construction
3812,Compiler Design
3813,Compiler Development
3814,Compilers
3815,Component-Oriented Development Software
3816,Composite Application
3817,Computation Tree Logic
3818,Computer-Aided Software Engineering
3819,Concurrency Controls
3820,Concurrency Pattern
3821,Connection Pooling
3822,Console Applications
3823,Container-Managed Persistence
3824,Continuous Delivery
3825,Continuous Deployment
3826,Continuous Integration
3827,Cross Compiling
3828,Cross-Platform Applications
3829,Custom Attributes
3830,Custom Backend
3831,Custom Component
3832,Custom Function
3833,Custom Software
3834,Custom Tag
3835,Custom Widgets
3836,Cyclomatic Complexity
3837,Data Access Object (DAO) Patterns
3838,Data Binding
3839,Data Hiding (Encapsulation)
3840,Data Layers
3841,Data Transfer Object
3842,Database First
3843,Dependency Analysis
3844,Dependency Injection
3845,Deployment Project
3846,Dev Testing
3847,Development Environment
3848,Development Support
3849,Development Testing
3850,Device Compatibility
3851,Device Drivers
3852,DevOps
3853,Dialog Programming
3854,Digital Architecture
3855,Distributed Development
3856,Document Composition
3857,Documentation Based Coding
3858,Domain Driven Design
3859,Domain Model
3860,Dynamic Loading
3861,Dynamic Programming
3862,Environment Variables
3863,Equivalence Partitioning
3864,Event Triggers
3865,Event-Driven Programming
3866,Exception Handling
3867,Executable
3868,Experimental Software Engineering
3869,Extension Methods
3870,Forward Compatibility
3871,Framework Design
3872,Front End (Software Engineering)
3873,Front End Design
3874,Front-End Engineering
3875,Full Stack Development
3876,Full-Text Search
3877,Function Module
3878,Functional Design
3879,Functional Interface
3880,Functional Programming
3881,Functional Specification
3882,Game Programming
3883,Game Testing
3884,Garbage Collection (Computer Science)
3885,General Graphics Interface
3886,Generic Programming
3887,Global Scope
3888,Government Off-The-Shelf
3889,Hand Coding
3890,Hash Functions
3891,Heap Size
3892,High-Level Architecture
3893,Hotfix
3894,Http Headers
3895,Immutability
3896,Incremental Build
3897,Indexer
3898,Information Model
3899,Instantiation
3900,Instruction Scheduling
3901,Interactive Programming
3902,Inversion Of Control
3903,Jamstack
3904,Java Full Stack Development
3905,Kernel Mode
3906,Layered Systems
3907,Lazy Loading
3908,Linux On Embedded Systems
3909,Maintainability
3910,Maintaining Code
3911,Managed Code
3912,Memory Corruption
3913,Memory Leaks
3914,Message Format
3915,Message Type
3916,Messaging Pattern
3917,Microarchitecture
3918,Microservices
3919,Microservices Development
3920,Microsoft Security Development Lifecycle
3921,Microsoft Solutions Framework
3922,Mixins
3923,Model View Controller
3924,Model View Presenter
3925,Model View ViewModel
3926,Model-Driven Development
3927,Model-Driven Software Engineering
3928,Modularity
3929,Monoliths
3930,Multiple Activation Key
3931,Multitier Architecture
3932,Naming Conventions
3933,Native Code
3934,Natural Programming
3935,Nested Loops
3936,Nested Queries
3937,Network Programming
3938,Neutral Build
3939,Nightly Build
3940,Notification Services
3941,Notification Systems
3942,Object Model
3943,Object Oriented Modeling And Design
3944,Object Oriented Programming And Systems
3945,Object Oriented Programming Language
3946,Object-Modeling Technique
3947,Object-Oriented Analysis And Design
3948,Object-Oriented Design
3949,Object-Oriented Programming (OOP)
3950,Observer Patterns
3951,On Prem
3952,Open Database Connectivity
3953,Open Source Development
3954,Open Source Technology
3955,Open Standards
3956,Open Systems Architecture
3957,OpenACC
3958,Open-Source Software
3959,OpenSUSE
3960,Operating System Development
3961,Optimal Design
3962,Oracle Development
3963,Oracle Objects
3964,Package Development Process
3965,Performance Engineering
3966,PHP Development
3967,Platform Agnostic
3968,POSIX (IEEE Standards)
3969,Post Build
3970,Priority Queue
3971,Procedural Programming
3972,Process Driven Development
3973,Process Integration
3974,Product Family Engineering
3975,Production Code
3976,Profiling (Computer Programming)
3977,Program Flow
3978,Program Lifecycle Phase
3979,Program Optimization
3980,Programming Environments
3981,Programming Language Design
3982,Progressive Web Apps
3983,Project Architecture
3984,Proof Of Concept (POC) Development
3985,Proprietary Software
3986,Protocol Buffers
3987,Pull/Merge Requests
3988,Recovery Testing
3989,Reference Application
3990,Reference Architecture
3991,Reference Implementation
3992,Regular Functions
3993,Relation Extraction
3994,Release Builds
3995,Release Engineering
3996,Repository Design
3997,Repository Pattern
3998,Requirements Traceability
3999,Resource Files
4000,Rewrite Rules
4001,Runtime Systems
4002,Scalability
4003,Scalability Design
4004,Secure Application Development
4005,Secure Programming
4006,Sequence Diagram
4007,Service Development
4008,Service Layer
4009,Service Locator Patterns
4010,Service Pack
4011,Service-Oriented Architecture
4012,Service-Oriented Modeling
4013,Shared Libraries
4014,Shared Objects
4015,Software Architecture
4016,Software Coding
4017,Software Construction
4018,Software Deployment
4019,Software Design
4020,Software Design Documents
4021,Software Design Patterns
4022,Software Development
4023,Software Development Life Cycle
4024,Software Development Methodologies
4025,Software Documentation
4026,Software Engineering
4027,Software Engineering 2004
4028,Software Engineering Process
4029,Software Factory
4030,Software Features
4031,Software Localization
4032,Software Modernization
4033,Software Modules
4034,Software Prototyping
4035,Software Release Life Cycle
4036,Software Requirements Analysis
4037,Software Requirements Specification
4038,Software Suite
4039,Solid Principles
4040,Solution Deployment Descriptor
4041,Solution Design
4042,Source Codes
4043,Splunk Development
4044,Staging Site
4045,Static Files
4046,Statistical Programming
4047,Structured Programming
4048,Structured Text
4049,Stubbing
4050,Target Platform
4051,Technical Debt
4052,Technical Solution Design
4053,Templating
4054,Testability
4055,Text Parsing
4056,Thread Pool Pattern
4057,Thread Safety
4058,Threading Models
4059,Time Complexity
4060,Unit Test-Driven Development
4061,User Defined Functions
4062,User Requirements Documents
4063,Virtual Function
4064,Visual Modeling
4065,V-Model
4066,Volume License Key
4067,Web Console
4068,Windowing Systems
4069,Windows Software Development
4070,Yocto Project
4071,ActiveReports
4072,Advanced Installer
4073,Advanced Rest Client
4074,Agility
4075,Akka (Toolkit)
4076,Alexa Skills Kit
4077,ALM Octane
4078,Altera Quartus
4079,Amazon Elastic Container Registry
4080,Amazon Managed Streaming for Apache Kafka (Amazon MSK)
4081,Angular CLI
4082,Angular Components
4083,Angular Material
4084,Angular Ui
4085,Apache Beam
4086,Apache Camel
4087,Apache CXF
4088,Apache Felix
4089,Apache IBATIS
4090,Apache Karaf
4091,Apache Lucene
4092,Apache POI
4093,Apache Pulsar
4094,Apache Thrift
4095,Apache TinkerPop
4096,Apache Velocity
4097,Apollo GraphQL
4098,Apple Cocoa
4099,Application Lifecycle Management (ALM) Software
4100,Artifactory
4101,Aspose.words
4102,Assembla
4103,Atlassian Crucible
4104,Atlassian OpsGenie
4105,Attribute Change Package
4106,Auditd
4107,Aura Framework
4108,Autofac
4109,Automapper
4110,AWS Amplify
4111,AWS CodeDeploy
4112,AWS CodePipeline
4113,AWS Elastic Beanstalk
4114,AWS SDK
4115,Axway
4116,Azure DevOps
4117,Azure Pipelines
4118,Boto3
4119,Bubble.io
4120,Bundler
4121,BusyBox
4122,CA Gen
4123,CA/EZTEST
4124,Castle Windsor
4125,CA-Telon
4126,Chai (Software)
4127,ChangeMan (Software)
4128,Checkstyle
4129,Ci Server
4130,Circleci
4131,Code Editor
4132,Codebeamer
4133,Codeship
4134,Codesmith
4135,ComponentOne
4136,cURL
4137,CVSNT
4138,Cygwin
4139,Dapper ORM
4140,DbUnit
4141,Developer Console
4142,DevExpress
4143,Devtools
4144,Disassembler
4145,DMS Software Reengineering Toolkits
4146,Docker (Software)
4147,Docker Compose
4148,Docker Container
4149,Docker Engine
4150,Docker Hub
4151,Dockerfile
4152,Document Object Model
4153,Doxygen
4154,Eclipse Modeling Framework
4155,Edge Development Options
4156,Emacs
4157,Entity Framework (EF) Core
4158,Equinox (OSGi)
4159,Expo (Application Development Framework)
4160,Fastify
4161,Fbx
4162,Flexera AdminStudio
4163,Flux (React.js)
4164,Form Designer
4165,Ftrace
4166,FxCop
4167,Gearman
4168,Gmock
4169,GNU Compiler Collection
4170,GNU Toolchain
4171,Google Code
4172,GoToAssist
4173,Gprof
4174,Grep
4175,Gridgain
4176,Gunicorn
4177,Hazelcast
4178,Hiera
4179,HTML Document Object Models
4180,HTML5shiv
4181,IBM Rational ClearCase
4182,IBM Rational Clearquest
4183,IBM Rational Software
4184,IBM Rational Software Architect
4185,IBM Rational Unified Process
4186,IBM Software
4187,IBM System Object Models
4188,IBM Utilities
4189,ImageMagick
4190,Ioc Container
4191,Istio
4192,IText (Free PDF Software)
4193,J2C - Java To C++ Converter
4194,Java Compilers
4195,Java Foundation Classes
4196,Jbehave
4197,JBoss Developer Studio
4198,Jenkins 2
4199,Jenkinsfile
4200,JIRA Studio
4201,JSON
4202,JSON Web Token (JWT)
4203,JSON With Padding (JSONP)
4204,K2 Blackpearl
4205,Lauterbach
4206,Lex (Software)
4207,Link Editors
4208,Low Level Virtual Machine (Free Compilers And Interpreters)
4209,Lucidworks
4210,Luigi (Python Package)
4211,Managed Extensibility Framework (.NET Framework)
4212,Micro Focus Application Lifecycle Management (ALM)
4213,Micronaut Framework
4214,Microsoft Expression Studio
4215,Microsoft Sysprep
4216,MicroStrategy Software Development Kit
4217,MITRE ATT&CK Framework
4218,Mod Rewrite
4219,mod_perl
4220,MSC Software
4221,NCover
4222,NDepend
4223,Netcat
4224,Netscaler
4225,NgRx (Framework)
4226,NgRx Store
4227,Ninject
4228,Node Package Manager
4229,NuGet
4230,Numba
4231,Octave
4232,Odp.net
4233,OllyDBg
4234,Omnis Studio
4235,Open Platform
4236,Open Policy Agent
4237,Opensearch
4238,Optimizing Compilers
4239,Oracle Adf
4240,Oracle Apex
4241,Oracle Application Development Framework
4242,Oracle Application Express
4243,Oracle Application Frameworks (OAF)
4244,Oracle Designer
4245,Oracle Developer Suite
4246,Oracle SOA Suite
4247,Orbix
4248,OutSystems
4249,Pacbase
4250,Parallel Patterns Library
4251,Peoplesoft Application Designer
4252,Phabricator
4253,Pick Basic (Software)
4254,Pip (Software)
4255,Polyspace
4256,Portlet
4257,Primeng
4258,Programming Tools
4259,PyCharm
4260,Pylint
4261,Pypi
4262,PyQt
4263,Python Tools For Visual Studio
4264,Qiskit
4265,Qt (Software)
4266,Radare2 (Reverse Engineering Software)
4267,Rational Rhapsody
4268,Rational Rose XDE
4269,Red Hat Enterprise Linux
4270,Report Generators
4271,Resque
4272,REST Assured
4273,Rhel6
4274,RubyGems
4275,RubyMine
4276,SAP Connector
4277,SAP NetWeaver Portals
4278,SAP Solution Manager
4279,ServiceStack
4280,Sidekiq
4281,Siebel Workflow
4282,Silk Performer
4283,Sinatra (Software)
4284,Software Updater
4285,Sonatype
4286,Spark Framework
4287,Spatial Relations
4288,Sphinx Documentation Generator
4289,Spiral Model
4290,Spring AOP
4291,Spring Batch
4292,Spring Boot
4293,Spring Data
4294,Spring Framework
4295,Spring MVC
4296,Spring.net
4297,SpriteKit
4298,Stack Overflow
4299,Statsd
4300,Structuremap
4301,StyleCop
4302,Sublime Text Editor
4303,Svelte (Software)
4304,Svn Repository
4305,Sybase IQ
4306,Sympy
4307,Syncfusion
4308,System Generator
4309,TargetLink
4310,Team Foundation Server
4311,TeamForge
4312,Telerik
4313,Telerik MVC
4314,Telerik Reporting
4315,Terracotta (Software)
4316,Terraform
4317,Test Command
4318,Tivoli Application Dependency Discovery Manager (TADDM)
4319,Tk (Software)
4320,Toolchain
4321,Toolkits
4322,Traefik
4323,Transpiler
4324,Tslint
4325,Typesafe
4326,Udeploy
4327,Unix Tools
4328,Uwsgi
4329,Vagrant
4330,Valgrind
4331,Vbulletin
4332,Very Long Instruction Word
4333,ViewModel
4334,Vim (Text Editor)
4335,Visual Paradigm For UML
4336,Visualforce
4337,VisualVM
4338,Vnext
4339,Vuetify
4340,War Files
4341,Web AppBuilder
4342,WebAssembly
4343,WebdriverIO
4344,WebWorks (Documentation System)
4345,Widget Toolkit
4346,Wise Package Studio
4347,WYSIWYG
4348,Xalan
4349,Xcodebuild
4350,XMLSpy
4351,Yacc
4352,Abend-AID
4353,Ad Hoc Testing
4354,Apache JMeter
4355,Apachebench
4356,Appdynamics
4357,Application Performance Management
4358,Azure Application Insights
4359,Back End Testing
4360,Binary Ninja (Reverse Engineering Software)
4361,Blackbox
4362,Black-Box Testing
4363,Blazemeter
4364,Boundary Testing
4365,Boundary-Value Analysis
4366,Bug Tracking And Management
4367,Bugzilla
4368,CA Application Performance Management
4369,CA Service Virtualization
4370,CA Test Data Manager
4371,CA Wily Introscope
4372,Chaos Engineering
4373,Chaos Monkey (Software)
4374,Client Side Validation
4375,Code Analysis
4376,Code Coverage
4377,Code Inspection
4378,Code Review
4379,Code Testing
4380,Coverity
4381,Crash Reports
4382,CUnit (Unit Testing Framework)
4383,Data Display Debuggers
4384,Data-Centric Testing
4385,Data-Driven Testing
4386,Debugging
4387,Defect Life Cycle
4388,Defect Tracking
4389,DevTrack
4390,Digital Assurance
4391,Distributed Testing
4392,Dynamic Program Analysis
4393,Easymock
4394,Eslint
4395,Exploratory Testing
4396,Feature Interaction Problem
4397,Fiddler (Software)
4398,FindBugs
4399,Functional Testing
4400,Gcov
4401,GNU Debuggers
4402,Googletest
4403,Gray Box Testing
4404,GUI Testing Tools
4405,Heap Dump
4406,HP Loadrunner
4407,HP Performance Center
4408,HP SiteScope
4409,Http Unit
4410,IMacros
4411,Integration Testing
4412,Iometer
4413,Jprofiler
4414,Junit4
4415,Kernel Debuggers
4416,KGDB
4417,Klocwork
4418,Labwindows/Cvi
4419,Load Testing
4420,LoadUI
4421,Mbunit
4422,Micro Focus ALM Quality Center
4423,Microsoft Test Manager
4424,Microsoft Visual Studio Debuggers
4425,Migration Testing
4426,Minitest
4427,Mobile Application Testing
4428,Mobile Native Application Testing
4429,Mocha (JavaScript Framework)
4430,Mockito
4431,MOQ (Software)
4432,MSTest
4433,Network Simulation
4434,New Relic (SaaS)
4435,Nightwatch.js
4436,Nmock (.NET Library)
4437,Non-Functional Testing
4438,Nunit
4439,Ocmock
4440,OCUnit
4441,Operational Acceptance Testing
4442,Parasoft Virtualize
4443,Performance Profiling
4444,PHPUnit
4445,Py.test
4446,Pyunit
4447,qTest
4448,Regression Testing
4449,Remote Debugging
4450,Risk-Based Testing
4451,Robustness Testing
4452,Rspec
4453,Sanity Testing
4454,Scalability Testing
4455,Scenario Testing
4456,Script Debuggers
4457,SeeTest
4458,Shift-Left Testing
4459,Site Reliability Engineering
4460,Smoke Testing
4461,SOA (Service-Oriented Architecture) Testing
4462,SoapUI
4463,Software Analysis
4464,Software Maintenance
4465,Software Metrics
4466,Software Performance Testing
4467,Software Quality (SQA/SQC)
4468,Software Quality Management
4469,Software Technical Review
4470,Software Testing
4471,Software Validation
4472,SonarQube
4473,Spock (Testing Framework)
4474,Static Program Analysis
4475,Strace
4476,Test Case
4477,Test Data
4478,Test Data Generation
4479,Test Environment Management
4480,Test Execution Engine
4481,Test First
4482,Test Management Tools
4483,Test Planning
4484,Test Script
4485,Test Suite
4486,TestLink
4487,Testrail
4488,TestTrack
4489,Traceability Matrix
4490,Unit Testing
4491,Usability Testing
4492,User Acceptance Testing (UAT)
4493,User Interface Testing
4494,VeraCode
4495,Vmstat
4496,Volume Testing
4497,Web Testing
4498,Webtest
4499,White-Box Testing
4500,Wiremock
4501,Xctest
4502,Xunit
4503,Xunit.net
4504,3rd Party Systems Integration
4505,Activity Diagram
4506,Architecture Analysis
4507,Architecture Framework
4508,BRFplus
4509,Business Information System
4510,Business Rule Management Systems
4511,Business Rules Engines
4512,Command Controls
4513,Concept Image And Concept Definition
4514,Concept Of Operations
4515,Conceptual Model
4516,Configuration Design
4517,Continuous Availability
4518,Customer Requirements Analysis
4519,Data Facility Data Set Services
4520,Data System
4521,DevSecOps
4522,DirSync Pro
4523,DoDAF
4524,Dynamic Object-Oriented Requirements System (DOORS)
4525,Endpoint Engineering
4526,Failover Testing
4527,Functional Requirement
4528,Graphite (Software)
4529,Hardware Acceleration
4530,Hardware Compatibility (Software Requirements)
4531,High Availability Design
4532,Hybrid Systems
4533,IBM Hardware Management Console
4534,ICAM DEFinition For Function Modeling (IDEF0)
4535,Information Infrastructure
4536,Information Structure
4537,Information Systems Architecture
4538,Interface Control Document
4539,Interoperability
4540,Interrupt Handling
4541,ISO/IEC 15504
4542,Joint Application Design (JAD)
4543,Lightweight Directory Access Protocols
4544,Linux Packages
4545,Logic Systems
4546,Management Information Base
4547,Micro Focus
4548,Microcode
4549,Microsoft Sharepoint Designer
4550,Multi-Core Programming
4551,Multi-Core SMP
4552,Multi-Core Software
4553,Network Security Design
4554,Operability
4555,Operations Administration Maintenance And Provisioning (OAMP)
4556,Performance Systems Analysis
4557,Performance Tuning
4558,Production Systems Engineering
4559,Reference Design
4560,Remote Access Service
4561,Remote Access Systems
4562,Requirements Analysis
4563,Requirements Elicitation
4564,Salesforce Development
4565,SAP Implementation
4566,SAP Technical Architecture
4567,SAP Technology Consulting
4568,Scenario Design
4569,Service Component Architecture
4570,SharePoint Development
4571,Structured Analysis
4572,Structured Systems Analysis And Design Methods
4573,System Deployment
4574,System Dynamics
4575,System Implementation
4576,System Integration Testing
4577,System Integrity
4578,System Lifecycle
4579,System Modification Program/Extended (SMP/E)
4580,System Procedures
4581,System Programming
4582,System Requirements
4583,System Requirements Specification
4584,System Status
4585,System Testing
4586,Systems Analysis
4587,Systems Architecture
4588,Systems Design
4589,Systems Development
4590,Systems Development Life Cycle
4591,Systems Engineering
4592,Systems Integration
4593,Systems Modeling
4594,Systems Theories
4595,TAFIM
4596,Technology Alignment
4597,Technology Integration
4598,Technology Readiness Level
4599,Tree Diagrams
4600,Utility Software
4601,Viable System Model
4602,Acceptable Use Policy
4603,Active Directory
4604,Active Directory Federation Services
4605,Active Directory Lightweight Directory Services
4606,Active Directory Migration Tool
4607,Active Directory Service Interfaces
4608,Admin Tools
4609,Apache Administration
4610,Apache Ambari
4611,AppSense
4612,Automounter (Sun Microsystems Software)
4613,BigFix (Endpoint Management Software)
4614,BMC Patrol
4615,Cluster Ready Services
4616,Control Communications
4617,Control Communications
4618,CPU Time
4619,Desktop Management Interface
4620,Directory Permissions
4621,Directory Service
4622,Domain Name System (DNS) Servers
4623,Elevated Privileges
4624,Endpoint Management
4625,Failover
4626,FCAPS
4627,File System Permissions
4628,Flexible Single Master Operation (FSMO)
4629,Ganglia (Software)
4630,Group Policy
4631,Group Policy Management Console -(GPMC)
4632,HP Systems Insight Manager
4633,HP Web Jetadmin
4634,Hyperic
4635,IBM Director
4636,Icinga2
4637,IIS Manager
4638,ImageX (Imaging Software)
4639,Iptables
4640,LAN Administration
4641,LDAP Admin
4642,Limited User Administration
4643,Linux Administration
4644,McAfee Epolicy Orchestrator
4645,MCollective
4646,Microsoft Management Console
4647,Microsoft Operations Manager
4648,Microsoft Windows Server Administration
4649,MIMIX Availability (Software)
4650,Monit
4651,Multipath I/O
4652,Munin (Software)
4653,Nagios
4654,Netstat
4655,Network Administration
4656,Network Analysis Module
4657,Network Information Services
4658,Network Management
4659,NIS+
4660,Nmon
4661,Novell ZENworks
4662,Opscenter
4663,Oracle Virtual Directory
4664,Oracle Waveset
4665,Patch Management
4666,Perfmon
4667,Preboot Execution Environment
4668,Process Explorer
4669,Process Migration
4670,Prometheus (Software)
4671,Quest KACE
4672,Red Hat Satellite
4673,Remote Administration
4674,Remote Administration Software
4675,Remote Monitoring
4676,Remote Network MONitoring (RMON)
4677,Role Hierarchy
4678,Runbook
4679,SAP Administration
4680,SAP Basis
4681,SAP Infrastructure
4682,SAS Management Console
4683,Security Administration
4684,Server Migration
4685,Service Accounts
4686,SharePoint Administration
4687,SolarWinds
4688,Stsadm
4689,Sudo
4690,Switchover
4691,System Administration
4692,System Center Operations Management
4693,System Monitoring
4694,System Recovery
4695,Tanium (Endpoint Management Software)
4696,TCP/IP Administration
4697,TeamQuest
4698,Unified Endpoint Management
4699,Uptime
4700,User Accounts
4701,User Registration
4702,User Roles
4703,Veeam
4704,Veritas Software
4705,Web Administration
4706,Webmin
4707,Windows Domain
4708,Windows Performance Monitor
4709,Windows Server Update Services (WSUS)
4710,Windows System Administration
4711,Workgroup Manager
4712,Zenoss
4713,Apple Remote Desktop
4714,Apple Software Update
4715,BMC Remedy Action Request System
4716,Bomgar
4717,Browser Support
4718,Computer Building
4719,Computer Performance
4720,Computer Repair
4721,Computer Upgrades
4722,Context Sensitive Help
4723,DameWare
4724,Deployment Support
4725,Deskside Support
4726,Desktop Sharing
4727,Desktop Support
4728,Device Setup
4729,Disk Cloning
4730,Drive Mapping
4731,End-User Training And Support
4732,Error Messages
4733,GoToMyPC
4734,Hardware Support
4735,Hardware Troubleshooting
4736,Help Desk Support
4737,Help Files
4738,Help System
4739,Information Technology & Computing Services
4740,Issue Tracking Systems
4741,Knowledge-Centered Service
4742,Laptop Troubleshooting
4743,Linux Support
4744,Mac/Apple Support
4745,Microsoft Desktop Optimization Pack
4746,Microsoft Family Safety
4747,Microsoft Terminal Server
4748,Mobile Device Troubleshooting
4749,Network Service Assurance
4750,Network Support
4751,Office 365 Admin Center
4752,PC Configuration
4753,PC Migration
4754,PC Performance Tuning
4755,PcAnywhere
4756,Remote Desktop Services
4757,Remote Desktop Software
4758,Remote Installation
4759,Remote Service Software
4760,Remote Technical Support
4761,Remote Troubleshooting
4762,RPR Problem Diagnosis
4763,Scanner Troubleshooting
4764,Server Supported Gaming
4765,Service Assurance
4766,Service Request Management
4767,Software Installation
4768,Support Engineering
4769,System Level Troubleshooting
4770,System Preferences
4771,System Support
4772,TeamViewer
4773,Technical Assistance
4774,Technical Services
4775,Technical Support
4776,Tier 1 Technical Support
4777,Tier 2 Technical Support
4778,Tier 3 Technical Support
4779,User Assistance
4780,User Guide
4781,User Settings
4782,Windows Remote Assistance
4783,Windows Setup
4784,Windows Support
4785,5ESS Switching System
4786,Advanced Television
4787,Aeronautical Message Handling Systems
4788,Asymmetric Digital Subscriber Line
4789,Asynchronous Communication
4790,Asynchronous Transfer Mode (ATM)
4791,Automatic Call Distributor
4792,Automatic Packet Reporting System
4793,Avaya (Telecommunications)
4794,Base Station Subsystem
4795,Base Stations
4796,Base Transceiver Stations
4797,Basic Rate Interface
4798,Bentley Comms
4799,Bit Error Rate
4800,Bit Error Rate Tester (BERT)
4801,Broadband
4802,Business Telephone Systems
4803,Cable Television
4804,Call Admission Control (VoIP Protocols)
4805,Call Recording
4806,CDMA2000
4807,Cellular Data Communication Protocols
4808,Cellular Digital Packet Data
4809,Cellular Networks
4810,Cellular Repeaters
4811,Channel Access Method
4812,Channel Allocation Schemes
4813,Channel Bank
4814,Channel State Information
4815,Circuit Emulation
4816,Cisco Customer Voice Portal (CVP)
4817,Cisco Unified Communications Manager
4818,Communications Protocols
4819,Communications Systems
4820,Cyara
4821,Dark Fiber
4822,Data Streaming
4823,Data Transmissions
4824,Decoding
4825,Dialed Number Identification Service
4826,Dial-Up Internet Access
4827,Digital Access Carrier System
4828,Digital Signal 0
